|6.6.6																					
average_ww_mp_ds6_2_1.tab																					
	2																				
T(K)																					
	723																				
	3.174603175																				
	64																				
P(bar)																					
	5000																				
	158.7301587																				
	64																				
	21																				
T(K)	P(bar)	C[Gt(W)1]	C[Gt(W)2]	C[Gt(W)3]	C[Gt(W)4]	C[Bi(W)5]	C[Bi(W)6]	C[Bi(W)7]	C[Bi(W)8]	C[Bi(W)9]	C[Mica(W)10]	C[Mica(W)11]	C[Mica(W)12]	C[Mica(W)13]	C[Mica(W)14]	C[Chl(W)15]	C[Chl(W)16]	C[Chl(W)17]	C[Chl(W)18]	C[Chl(W)19]	
	786.492	5158.73	NaN	NaN	NaN	NaN	0.879065	1.95985	2.85027	1.29946	1.14E-02	3.07E-02	3.30E-02	3.05979	2.87652	0.145054	2.74903	2.50195	2.02207	2.70069	2.63E-02
	789.667	5158.73	NaN	NaN	NaN	NaN	0.882772	1.95022	2.84447	1.31106	1.15E-02	2.99E-02	3.21E-02	3.058	2.87996	0.148129	2.73849	2.52303	2.02305	2.68919	2.62E-02
	792.841	5158.73	NaN	NaN	NaN	NaN	0.887043	1.93994	2.83855	1.32289	1.16E-02	2.91E-02	3.13E-02	3.05626	2.88329	0.151241	2.72765	2.5447	2.02353	2.67779	2.63E-02
	796.016	5158.73	NaN	NaN	NaN	NaN	0.89021	1.93067	2.8325	1.335	1.16E-02	2.84E-02	3.05E-02	3.05451	2.88663	0.154423	2.71661	2.56677	2.02426	2.66614	2.62E-02
	799.19	5158.73	NaN	NaN	NaN	NaN	0.894899	1.91985	2.82633	1.34734	1.16E-02	2.77E-02	2.97E-02	3.05286	2.88977	0.157481	2.70523	2.58954	2.02388	2.65511	2.62E-02
	802.365	5158.73	NaN	NaN	NaN	NaN	0.898456	1.90998	2.82004	1.35992	1.16E-02	2.69E-02	2.89E-02	3.05119	2.89293	0.160681	2.69374	2.61252	2.02386	2.64371	2.62E-02
	805.54	5158.73	NaN	NaN	NaN	NaN	0.902216	1.89976	2.81363	1.37274	1.17E-02	2.63E-02	2.82E-02	3.04958	2.89598	0.163855	2.68206	2.63588	2.02336	2.63248	2.62E-02
	808.714	5158.73	NaN	NaN	NaN	NaN	0.906368	1.88905	2.80711	1.38577	1.17E-02	2.56E-02	2.74E-02	3.04797	2.89902	0.16711	2.67021	2.65958	2.02248	2.6216	2.61E-02
	811.889	5158.73	NaN	NaN	NaN	NaN	0.909032	1.8796	2.80048	1.39905	1.18E-02	2.49E-02	2.67E-02	3.04638	2.90201	0.170395	2.65836	2.68329	2.02213	2.61011	2.61E-02
	815.063	5158.73	NaN	NaN	NaN	NaN	0.912671	1.86922	2.79374	1.41252	1.18E-02	2.42E-02	2.60E-02	3.04481	2.90495	0.173764	2.64641	2.70718	2.0211	2.59915	2.62E-02
	818.238	5158.73	0.215291	0.204449	0.541476	2.03878	0.917071	1.85864	2.7869	1.4262	1.12E-02	2.36E-02	2.53E-02	3.04329	2.90777	0.177133	2.63476	2.73049	2.02437	2.58573	2.47E-02
	821.413	5158.73	0.224628	0.193485	0.498466	2.08342	0.923579	1.84613	2.78001	1.43998	1.03E-02	2.30E-02	2.46E-02	3.04182	2.91053	0.180654	2.62339	2.75323	2.02983	2.571	2.26E-02
	824.587	5158.73	0.234654	0.183047	0.45729	2.12501	0.930201	1.83343	2.77302	1.45397	9.39E-03	2.26E-02	2.39E-02	3.04045	2.91305	0.183806	2.61214	2.77572	2.03572	2.55594	2.05E-02
	827.762	5158.73	0.244728	0.173981	0.413487	2.1678	0.93682	1.82063	2.7659	1.4682	8.45E-03	2.20E-02	2.33E-02	3.03903	2.91568	0.187378	2.60107	2.79786	2.04447	2.53823	1.84E-02
	830.937	5158.73	0.255441	0.164923	0.371203	2.20843	0.945246	1.80594	2.75874	1.48252	7.56E-03	2.15E-02	2.26E-02	3.03767	2.9182	0.190896	2.59035	2.81931	2.05415	2.51986	1.63E-02
	834.111	5158.73	0.266641	0.156237	0.32929	2.24783	0.954373	1.79047	2.75152	1.49695	6.68E-03	2.11E-02	2.20E-02	3.03635	2.92061	0.194246	2.58003	2.83994	2.06658	2.49908	1.44E-02
	837.286	5158.73	0.278387	0.148312	0.287974	2.28533	0.965395	1.773	2.74422	1.51155	5.83E-03	2.07E-02	2.13E-02	3.0351	2.9229	0.197669	2.57014	2.85973	2.08248	2.47517	1.25E-02
	840.46	5158.73	0.291033	0.140567	0.249425	2.31898	0.978469	1.75339	2.73689	1.52622	5.03E-03	2.03E-02	2.07E-02	3.03391	2.92507	0.200957	2.56083	2.87834	2.10247	2.44764	1.07E-02
	843.635	5158.73	0.304587	0.133281	0.213441	2.34869	0.994335	1.73088	2.72952	1.54097	4.30E-03	2.00E-02	2.01E-02	3.03278	2.92711	0.204184	2.55221	2.89557	2.12835	2.41476	9.10E-03
	846.81	5158.73	0.333662	0.124224	0.265939	2.27617	1.08076	1.63692	2.72303	1.55393	5.36E-03	2.11E-02	1.92E-02	3.03313	2.92661	0.205284	2.55747	2.88505	2.29147	2.25478	1.12E-02
	849.984	5158.73	0.365984	0.11546	0.335587	2.18297	1.18011	1.52969	2.71659	1.56682	6.79E-03	2.24E-02	1.82E-02	3.0337	2.92571	0.20561	2.5647	2.8706	2.47304	2.07766	1.40E-02
	853.159	5158.73	0.384461	0.109967	0.369509	2.13606	1.2283	1.47562	2.71146	1.57709	7.53E-03	2.33E-02	1.79E-02	3.03457	2.92422	0.202396	NaN	NaN	NaN	NaN	NaN
	856.333	5158.73	0.388755	0.106817	0.366161	2.13827	1.22644	1.47363	2.70764	1.58471	7.57E-03	2.37E-02	1.84E-02	3.03572	2.92213	0.196011	NaN	NaN	NaN	NaN	NaN
	859.508	5158.73	0.392955	0.103819	0.362398	2.14083	1.22435	1.47189	2.70385	1.5923	7.61E-03	2.42E-02	1.89E-02	3.0368	2.92016	0.189998	NaN	NaN	NaN	NaN	NaN
	862.683	5158.73	0.396912	0.100973	0.357863	2.14425	1.2226	1.46987	2.7001	1.5998	7.63E-03	2.46E-02	1.93E-02	3.03783	2.91828	0.184297	NaN	NaN	NaN	NaN	NaN
	865.857	5158.73	0.401228	9.82E-02	0.354096	2.14648	1.2206	1.46812	2.69636	1.60727	7.64E-03	2.50E-02	1.97E-02	3.0388	2.91651	0.178981	NaN	NaN	NaN	NaN	NaN
	869.032	5158.73	0.40558	9.57E-02	0.350316	2.14841	1.21841	1.46659	2.69265	1.61471	7.65E-03	2.54E-02	2.01E-02	3.03973	2.91481	0.173818	NaN	NaN	NaN	NaN	NaN
	872.206	5158.73	0.409485	9.32E-02	0.345278	2.15203	1.21667	1.46461	2.68894	1.62211	7.66E-03	2.57E-02	2.05E-02	3.0406	2.9132	0.168965	NaN	NaN	NaN	NaN	NaN
	875.381	5158.73	0.413662	9.09E-02	0.340823	2.15466	1.21472	1.46288	2.68527	1.62947	7.67E-03	2.60E-02	2.09E-02	3.04144	2.91166	0.164339	NaN	NaN	NaN	NaN	NaN
	878.556	5158.73	0.418159	8.84E-02	0.337028	2.15641	1.21278	1.46119	2.68164	1.63672	7.67E-03	2.63E-02	2.12E-02	3.04222	2.91022	0.160086	NaN	NaN	NaN	NaN	NaN
	881.73	5158.73	0.421931	8.65E-02	0.331424	2.16015	1.21093	1.45939	2.67798	1.64405	7.66E-03	2.66E-02	2.16E-02	3.043	2.90878	0.155701	NaN	NaN	NaN	NaN	NaN
